"","MDS1","MDS2","SampleID","Name","Plant_ID","Type","Experiment","Cohort","Harvested","Age","Site","Treatment","Line","Genotype","Block","oldPlate","newPlate","Analysis","shannon","simpson","insimpson"
"51",-0.325593996355611,-0.098561380285911,"M1980P461","8_0398.leaf","8_0398","leaf","ecotypes","2008","2011","3","Mah","field","SILupper.2","SIL","8_09","p205","M1980","Ecotypes",2.49197308590497,0.831708103487226,5.9420567521152
"52",0.31427870328987,0.0191527607903229,"M1982P667","8_0398.root","8_0398","root","ecotypes","2008","2011","3","Mah","field","SILupper.2","SIL","8_09","p207","M1982","Ecotypes",5.2716914160373,0.988240328963208,85.0363923337091
"53",-0.218492708886204,-0.241795400897218,"M1980P496","8_0419.leaf","8_0419","leaf","ecotypes","2008","2011","3","Mah","field","MAH.16.A","MAH","8_09","p205","M1980","Ecotypes",4.13891093753991,0.95957324723893,24.7360950781824
"54",0.316045267772983,0.010479959750418,"M1982P707","8_0419.root","8_0419","root","ecotypes","2008","2011","3","Mah","field","MAH.16.A","MAH","8_09","p207","M1982","Ecotypes",5.61637039982795,0.99114803026173,112.969206805655
"55",-0.243091694070669,-0.136189527701972,"M1980P469","8_0424.leaf","8_0424","leaf","ecotypes","2008","2011","3","Mah","field","MIL.24.A","MIL","8_09","p205","M1980","Ecotypes",3.17774732181935,0.895965491530385,9.61219517168257
"56",0.335798268411436,-0.00902788484254116,"M1980P486","8_0424.root","8_0424","root","ecotypes","2008","2011","3","Mah","field","MIL.24.A","MIL","8_09","p205","M1980","Ecotypes",5.40389108155713,0.988877764119295,89.9099794974491
"57",-0.267059073760265,-0.13876566178902,"M1980P532","8_0430.leaf","8_0430","leaf","ecotypes","2008","2011","3","Mah","field","SILLow.7","SIL","8_09","p205","M1980","Ecotypes",3.09758328024143,0.890147967684901,9.10315429696929
"58",0.202722598842574,-0.0164186420352982,"M1977P1714","8_0430.root","8_0430","root","ecotypes","2008","2011","3","Mah","field","SILLow.7","SIL","8_09","p217","M1977","Ecotypes",5.74436079268598,0.993401856728759,151.557788136955
"59",-0.263207386489432,-0.0586194392620752,"M1981P597","8_0545.leaf","8_0545","leaf","ecotypes","2008","2011","3","Mah","field","SILLow.7","SIL","8_12","p206","M1981","Ecotypes",2.71106837186478,0.788714640114293,4.73293559260775
"60",0.326136429166683,0.00885086751984692,"M1977P1705","8_0545.root","8_0545","root","ecotypes","2008","2011","3","Mah","field","SILLow.7","SIL","8_12","p217","M1977","Ecotypes",5.60516206611985,0.99090779887595,109.984368620589
"61",-0.12698854506443,-0.144842203991875,"M1955P764","8_0546.leaf","8_0546","leaf","ecotypes","2008","2011","3","Mah","field","SILupper.2","SIL","8_12","p208","M1955","Ecotypes",4.58604872646066,0.970571920398031,33.9811504360989
"62",0.302553243291094,-0.016171975677349,"M1981P588","8_0546.root","8_0546","root","ecotypes","2008","2011","3","Mah","field","SILupper.2","SIL","8_12","p206","M1981","Ecotypes",5.63119329726932,0.99205751553019,125.905187954864
"63",-0.256696958798719,0.0783998442269653,"M1982P709","8_0560.leaf","8_0560","leaf","ecotypes","2008","2011","3","Mah","field","MIL.70.A","MIL","8_12","p207","M1982","Ecotypes",2.43303353546322,0.748409859138497,3.97471855047964
"64",0.302150919193497,0.0284340730224347,"M1980P475","8_0560.root","8_0560","root","ecotypes","2008","2011","3","Mah","field","MIL.70.A","MIL","8_12","p205","M1980","Ecotypes",5.28310123684766,0.986389539699695,73.4729008377167
"65",-0.219066466726214,-0.192466003409557,"M1980P539","8_0561.leaf","8_0561","leaf","ecotypes","2008","2011","3","Mah","field","MAH.37.A","MAH","8_12","p205","M1980","Ecotypes",4.09487282990776,0.960140150884402,25.0879022923513
"66",0.318815585813165,-0.0134113364810088,"M1982P645","8_0561.root","8_0561","root","ecotypes","2008","2011","3","Mah","field","MAH.37.A","MAH","8_12","p207","M1982","Ecotypes",5.46282507943626,0.990523852908391,105.528121327439
"67",-0.356285005682554,0.269958550877806,"M1981P577","8_0573.leaf","8_0573","leaf","ecotypes","2008","2011","3","Mah","field","PAR.9.A1","PAR","8_12","p206","M1981","Ecotypes",1.60652542496519,0.536542746868242,2.15769629937306
"68",0.331273732987084,0.023658623849718,"M1980P535","8_0573.root","8_0573","root","ecotypes","2008","2011","3","Mah","field","PAR.9.A1","PAR","8_12","p205","M1980","Ecotypes",5.46438858453094,0.990249151235468,102.555174851797
"69",-0.303472346488211,0.200280163859869,"M1981P609","8_0589.leaf","8_0589","leaf","ecotypes","2008","2011","3","Jam","field","JAM.6.A","JAM","8_13","p206","M1981","Ecotypes",2.42617545073956,0.731790938238791,3.7284348016933
"70",0.152086753840541,0.090354397927333,"M1554P132","8_0589.root","8_0589","root","ecotypes","2008","2011","3","Jam","field","JAM.6.A","JAM","8_13","p201","M1554","Ecotypes",5.22189418299952,0.989733687864656,97.4059610517072
"71",-0.349841022192022,0.577039312450447,"M1981P556","8_0593.leaf","8_0593","leaf","ecotypes","2008","2011","3","Jam","field","PAR.10.A6","PAR","8_13","p206","M1981","Ecotypes",0.462044583293865,0.238739087502559,1.31361006927222
"72",0.232094875799063,0.0984366002197574,"M1551P92","8_0593.root","8_0593","root","ecotypes","2008","2011","3","Jam","field","PAR.10.A6","PAR","8_13","p200","M1551","Ecotypes",5.25010546575191,0.986233097627278,72.6379815100154
"73",-0.309076383029364,0.516608135070724,"M1981P638","8_0608.leaf","8_0608","leaf","ecotypes","2008","2011","3","Jam","field","MAH.16.A","MAH","8_13","p206","M1981","Ecotypes",0.517765788738986,0.252053103333436,1.33699331390608
"74",0.287538910152149,0.110247355753889,"M1551P67","8_0608.root","8_0608","root","ecotypes","2008","2011","3","Jam","field","MAH.16.A","MAH","8_13","p200","M1551","Ecotypes",5.04361839299645,0.978296446590676,46.0754043884083
"75",-0.295067826343561,0.215996164400023,"M1979P439","8_0609.leaf","8_0609","leaf","ecotypes","2008","2011","3","Jam","field","SILLow.2","SIL","8_13","p204","M1979","Ecotypes",2.08326222861074,0.644167998633916,2.81031496931382
